REDE;SUBREDE;TIPO;CÓDIGO;CLIENTE;BAIRRO;CIDADE;CLASSE ;LATITUDE;LONGITUDE;PRODUTO;VENDA;DEVOLUÇÃO;% DEV
COMETA;-;REDE;1034;COMETA (JOSE WALTER 01);PREFEITO JOSE WALTER;FORTALEZA;C;-3.83055313;-38.56049735;RICOTA VALE MILK 200G;R$ 92,63;R$ 3,80;4,10%
COMETA;-;REDE;1043;COMETA (SERRINHA);SERRINHA;FORTALEZA;C;-3.787502;-38.547114;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 231,18;R$ 0,00;0,00%
COMETA;-;REDE;1043;COMETA (SERRINHA);SERRINHA;FORTALEZA;C;-3.787502;-38.547114;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 36,42;R$ 0,00;0,00%
COMETA;-;REDE;1043;COMETA (SERRINHA);SERRINHA;FORTALEZA;C;-3.787502;-38.547114;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 206,55;R$ 0,00;0,00%
COMETA;-;REDE;1043;COMETA (SERRINHA);SERRINHA;FORTALEZA;C;-3.787502;-38.547114;RICOTA VALE MILK 200G;R$ 94,63;R$ 0,00;0,00%
COMETA;-;REDE;1049;COMETA (OLIVEIRA PAIVA);PARQUE MANIBURA;FORTALEZA;B;-3.7955137;-38.4901664;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 40,31;R$ 0,00;0,00%
COMETA;-;REDE;1049;COMETA (OLIVEIRA PAIVA);PARQUE MANIBURA;FORTALEZA;B;-3.7955137;-38.4901664;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 74,47;R$ 0,00;0,00%
COMETA;-;REDE;1049;COMETA (OLIVEIRA PAIVA);PARQUE MANIBURA;FORTALEZA;B;-3.7955137;-38.4901664;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 39,96;R$ 0,00;0,00%
COMETA;-;REDE;1049;COMETA (OLIVEIRA PAIVA);PARQUE MANIBURA;FORTALEZA;B;-3.7955137;-38.4901664;RICOTA VALE MILK 200G;R$ 46,75;R$ 0,00;0,00%
COMETA;-;REDE;1058;COMETA (VIRGILIO TAVORA);MEIRELES;FORTALEZA;A;-3.7344387;-38.4922603;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 81,90;R$ 0,00;0,00%
COMETA;-;REDE;1058;COMETA (VIRGILIO TAVORA);MEIRELES;FORTALEZA;A;-3.7344387;-38.4922603;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 192,81;R$ 0,00;0,00%
COMETA;-;REDE;1058;COMETA (VIRGILIO TAVORA);MEIRELES;FORTALEZA;A;-3.7344387;-38.4922603;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 247,41;R$ 0,00;0,00%
COMETA;-;REDE;1058;COMETA (VIRGILIO TAVORA);MEIRELES;FORTALEZA;A;-3.7344387;-38.4922603;RICOTA VALE MILK 200G;R$ 141,50;R$ 0,00;0,00%
REDE EXATA;-;VAREJO;1226;MERCANTIL NOVO BOX LTDA;CRISTO REDENTOR;FORTALEZA;C;-3.7123457;-38.5589927;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 118,06;R$ 0,00;0,00%
REDE EXATA;-;VAREJO;1226;MERCANTIL NOVO BOX LTDA;CRISTO REDENTOR;FORTALEZA;C;-3.7123457;-38.5589927;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 36,22;R$ 0,00;0,00%
REDE EXATA;-;VAREJO;1226;MERCANTIL NOVO BOX LTDA;CRISTO REDENTOR;FORTALEZA;C;-3.7123457;-38.5589927;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 123,98;R$ 0,00;0,00%
REDE EXATA;-;VAREJO;1226;MERCANTIL NOVO BOX LTDA;CRISTO REDENTOR;FORTALEZA;C;-3.7123457;-38.5589927;RICOTA VALE MILK 200G;R$ 159,79;R$ 0,00;0,00%
REDE UNIFORCA;VITORIA REAL;SUBREDE;1230;VITORIA REAL;NOVA METROPOLE;CAUCAIA;C;-3.7716837;-38.6552574;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 162,54;R$ 18,49;11,38%
REDE UNIFORCA;VITORIA REAL;SUBREDE;1230;VITORIA REAL;NOVA METROPOLE;CAUCAIA;C;-3.7716837;-38.6552574;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 234,11;R$ 24,36;10,41%
REDE UNIFORCA;VITORIA REAL;SUBREDE;1230;VITORIA REAL;NOVA METROPOLE;CAUCAIA;C;-3.7716837;-38.6552574;RICOTA VALE MILK 200G;R$ 170,23;R$ 0,00;0,00%
REDE POUPE MAX;SUPERMERCADO MAR & SOL;SUBREDE;1450;SUPERMERCADO MAR & SOL;ICARAI;CAUCAIA;C;-3.67349324;-38.66970537;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 0,00;R$ 26,66;100,00%
REDE POUPE MAX;SUPERMERCADO MAR & SOL;SUBREDE;1450;SUPERMERCADO MAR & SOL;ICARAI;CAUCAIA;C;-3.67349324;-38.66970537;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 39,00;R$ 8,77;22,49%
REDE POUPE MAX;SUPERMERCADO MAR & SOL;SUBREDE;1450;SUPERMERCADO MAR & SOL;ICARAI;CAUCAIA;C;-3.67349324;-38.66970537;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 37,41;R$ 0,00;0,00%
REDE POUPE MAX;SUPERMERCADO MAR & SOL;SUBREDE;1450;SUPERMERCADO MAR & SOL;ICARAI;CAUCAIA;C;-3.67349324;-38.66970537;RICOTA VALE MILK 200G;R$ 27,00;R$ 3,19;11,82%
COMETA;-;REDE;1482;COMETA (JOSE LEON);CIDADE DOS FUNCIONARIOS;FORTALEZA;B;-3.7882169;-38.50204381;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 113,70;R$ 0,00;0,00%
COMETA;-;REDE;1482;COMETA (JOSE LEON);CIDADE DOS FUNCIONARIOS;FORTALEZA;B;-3.7882169;-38.50204381;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 110,97;R$ 0,00;0,00%
COMETA;-;REDE;1482;COMETA (JOSE LEON);CIDADE DOS FUNCIONARIOS;FORTALEZA;B;-3.7882169;-38.50204381;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 212,04;R$ 0,00;0,00%
COMETA;-;REDE;1482;COMETA (JOSE LEON);CIDADE DOS FUNCIONARIOS;FORTALEZA;B;-3.7882169;-38.50204381;RICOTA VALE MILK 200G;R$ 70,38;R$ 0,00;0,00%
REDE UNIFORCA;-;VAREJO;1708;NOSSA SRA DE FATIMA;CONJUNTO INDUSTRIAL;MARACANAU;C;-3.8359504;-38.5950891;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 251,98;R$ 146,20;58,02%
REDE UNIFORCA;-;VAREJO;1708;NOSSA SRA DE FATIMA;CONJUNTO INDUSTRIAL;MARACANAU;C;-3.8359504;-38.5950891;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 156,21;R$ 122,67;78,53%
REDE UNIFORCA;-;VAREJO;1708;NOSSA SRA DE FATIMA;CONJUNTO INDUSTRIAL;MARACANAU;C;-3.8359504;-38.5950891;RICOTA VALE MILK 200G;R$ 109,04;R$ 34,80;31,91%
-;-;VAREJO;1873;PANIFICADORA BOA OPCAO;JARI;MARACANAU;C;-3.8219527;-38.6279053;RICOTA VALE MILK 200G;R$ 11,31;R$ 0,00;0,00%
MAX REDE;SUPER SAO FRANCISCO;SUBREDE;1967;SAO FRANCISCO - FILIAL LJ 02;BOM JARDIM;FORTALEZA;C;-3.7865804;-38.5979579;RICOTA VALE MILK 200G;R$ 0,00;R$ 5,39;100,00%
-;PROGRESSO;SUBREDE;1998;SUPERMERCADO PROGRESSO;TIMBO;MARACANAU;C;-3.8775392;-38.6087159;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 417,53;R$ 0,00;0,00%
-;PROGRESSO;SUBREDE;1998;SUPERMERCADO PROGRESSO;TIMBO;MARACANAU;C;-3.8775392;-38.6087159;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 153,75;R$ 32,80;21,33%
-;PROGRESSO;SUBREDE;1998;SUPERMERCADO PROGRESSO;TIMBO;MARACANAU;C;-3.8775392;-38.6087159;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 491,40;R$ 0,00;0,00%
-;PROGRESSO;SUBREDE;1998;SUPERMERCADO PROGRESSO;TIMBO;MARACANAU;C;-3.8775392;-38.6087159;RICOTA VALE MILK 200G;R$ 56,26;R$ 11,60;20,62%
-;NOVO SIQUEIRA;SUBREDE;2126;NOVO SIQUEIRA;NOVO SIQUEIRA;FORTALEZA;C;-3.80892581;-38.62755341;RICOTA VALE MILK 200G;R$ 86,13;R$ 0,00;0,00%
REDE POUPE MAX;SUPER CUMBUCO;SUBREDE;2240;SUPER CUMBUCO - CUMBUCO - LJ 01;CUMBUCO;CAUCAIA;A;-3.625908;-38.7283622;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 142,33;R$ 10,91;7,67%
REDE POUPE MAX;SUPER CUMBUCO;SUBREDE;2240;SUPER CUMBUCO - CUMBUCO - LJ 01;CUMBUCO;CAUCAIA;A;-3.625908;-38.7283622;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 565,83;R$ 0,00;0,00%
REDE POUPE MAX;SUPER CUMBUCO;SUBREDE;2240;SUPER CUMBUCO - CUMBUCO - LJ 01;CUMBUCO;CAUCAIA;A;-3.625908;-38.7283622;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 355,94;R$ 0,00;0,00%
REDE POUPE MAX;SUPER CUMBUCO;SUBREDE;2240;SUPER CUMBUCO - CUMBUCO - LJ 01;CUMBUCO;CAUCAIA;A;-3.625908;-38.7283622;RICOTA VALE MILK 200G;R$ 80,05;R$ 0,00;0,00%
REDE UNIFORCA;EXITO;SUBREDE;2279;EXITO - ACAPULCO;PARQUE GUADALAJARA (JUREMA);CAUCAIA;C;-3.758694;-38.625415;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 128,57;R$ 17,11;13,31%
REDE UNIFORCA;EXITO;SUBREDE;2279;EXITO - ACAPULCO;PARQUE GUADALAJARA (JUREMA);CAUCAIA;C;-3.758694;-38.625415;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 289,88;R$ 53,06;18,30%
COMETA;-;REDE;2309;COMETA (TREZE DE MAIO);FATIMA;FORTALEZA;B;-3.7495749;-38.5285489;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 283,00;R$ 0,00;0,00%
COMETA;-;REDE;2309;COMETA (TREZE DE MAIO);FATIMA;FORTALEZA;B;-3.7495749;-38.5285489;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 72,83;R$ 0,00;0,00%
COMETA;-;REDE;2309;COMETA (TREZE DE MAIO);FATIMA;FORTALEZA;B;-3.7495749;-38.5285489;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 295,47;R$ 0,00;0,00%
COMETA;-;REDE;2309;COMETA (TREZE DE MAIO);FATIMA;FORTALEZA;B;-3.7495749;-38.5285489;RICOTA VALE MILK 200G;R$ 162,38;R$ 0,00;0,00%
COMETA;-;REDE;2351;COMETA (OSORIO DE PAIVA);SIQUEIRA;FORTALEZA;B;-3.8109052;-38.6092229;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 77,17;R$ 0,00;0,00%
COMETA;-;REDE;2351;COMETA (OSORIO DE PAIVA);SIQUEIRA;FORTALEZA;B;-3.8109052;-38.6092229;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 79,40;R$ 0,00;0,00%
COMETA;-;REDE;2351;COMETA (OSORIO DE PAIVA);SIQUEIRA;FORTALEZA;B;-3.8109052;-38.6092229;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 39,96;R$ 0,00;0,00%
COMETA;-;REDE;2351;COMETA (OSORIO DE PAIVA);SIQUEIRA;FORTALEZA;B;-3.8109052;-38.6092229;RICOTA VALE MILK 200G;R$ 24,13;R$ 0,00;0,00%
REDE PARCERIA;SUPERMERCADO VAREJAO;SUBREDE;2355;SUPERMERCADO VAREJAO - MANOEL SATIRO;VILA MANOEL SATIRO;FORTALEZA;C;-3.79989965;-38.5774981;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 36,98;R$ 0,00;0,00%
REDE PARCERIA;SUPERMERCADO VAREJAO;SUBREDE;2355;SUPERMERCADO VAREJAO - MANOEL SATIRO;VILA MANOEL SATIRO;FORTALEZA;C;-3.79989965;-38.5774981;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 39,77;R$ 0,00;0,00%
REDE PARCERIA;SUPERMERCADO VAREJAO;SUBREDE;2355;SUPERMERCADO VAREJAO - MANOEL SATIRO;VILA MANOEL SATIRO;FORTALEZA;C;-3.79989965;-38.5774981;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 39,15;R$ 0,00;0,00%
REDE PARCERIA;SUPERMERCADO VAREJAO;SUBREDE;2355;SUPERMERCADO VAREJAO - MANOEL SATIRO;VILA MANOEL SATIRO;FORTALEZA;C;-3.79989965;-38.5774981;RICOTA VALE MILK 200G;R$ 28,42;R$ 0,00;0,00%
REDE PARCERIA;SUPERMERCADO VAREJAO;SUBREDE;2362;SUPERMERCADO VAREJAO - OSORIO DE PAIVA;CANINDEZINHO;FORTALEZA;C;-3.8057528;-38.60253941;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 39,56;R$ 25,80;65,22%
REDE PARCERIA;SUPERMERCADO VAREJAO;SUBREDE;2362;SUPERMERCADO VAREJAO - OSORIO DE PAIVA;CANINDEZINHO;FORTALEZA;C;-3.8057528;-38.60253941;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 40,18;R$ 32,80;81,63%
REDE PARCERIA;SUPERMERCADO VAREJAO;SUBREDE;2362;SUPERMERCADO VAREJAO - OSORIO DE PAIVA;CANINDEZINHO;FORTALEZA;C;-3.8057528;-38.60253941;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 43,65;R$ 36,00;82,47%
REDE PARCERIA;SUPERMERCADO VAREJAO;SUBREDE;2362;SUPERMERCADO VAREJAO - OSORIO DE PAIVA;CANINDEZINHO;FORTALEZA;C;-3.8057528;-38.60253941;RICOTA VALE MILK 200G;R$ 28,13;R$ 0,00;0,00%
REDE POUPE MAX;SUPER DIKA;SUBREDE;2365;SUPERMERCADO SUPER DIKA;CIGANA;CAUCAIA;C;-3.741646;-38.659527;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 84,28;R$ 0,00;0,00%
REDE PARCERIA;RMC/MFC;SUBREDE;2368;SUPERMERCADO MFC LTDA;ARATURI;CAUCAIA;C;-3.7658197;-38.6401005;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 208,55;R$ 0,00;0,00%
REDE PARCERIA;RMC/MFC;SUBREDE;2368;SUPERMERCADO MFC LTDA;ARATURI;CAUCAIA;C;-3.7658197;-38.6401005;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 194,34;R$ 0,00;0,00%
REDE PARCERIA;RMC/MFC;SUBREDE;2368;SUPERMERCADO MFC LTDA;ARATURI;CAUCAIA;C;-3.7658197;-38.6401005;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 128,70;R$ 0,00;0,00%
REDE PARCERIA;RMC/MFC;SUBREDE;2368;SUPERMERCADO MFC LTDA;ARATURI;CAUCAIA;C;-3.7658197;-38.6401005;RICOTA VALE MILK 200G;R$ 138,04;R$ 0,00;0,00%
-;-;VAREJO;2491;SANTA LUCIA;NOVA METROPOLE;CAUCAIA;C;-3.767536;-38.654106;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 568,67;R$ 0,00;0,00%
REDE UNIFORCA;BARATAO;SUBREDE;2726;BARATAO - SIQUEIRA;SIQUEIRA;FORTALEZA;B;-3.8143736;-38.6120921;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 85,57;R$ 17,20;20,10%
REDE UNIFORCA;BARATAO;SUBREDE;2726;BARATAO - SIQUEIRA;SIQUEIRA;FORTALEZA;B;-3.8143736;-38.6120921;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 122,85;R$ 0,00;0,00%
REDE UNIFORCA;BARATAO;SUBREDE;2726;BARATAO - SIQUEIRA;SIQUEIRA;FORTALEZA;B;-3.8143736;-38.6120921;RICOTA VALE MILK 200G;R$ 56,26;R$ 5,80;10,31%
REDE UNIFORCA;BARATAO;SUBREDE;2734;BARATAO - CONJ ESPERANÇA;CONJUNTO ESPERANCA;FORTALEZA;C;-3.817788;-38.589921;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 422,26;R$ 8,08;1,91%
REDE UNIFORCA;BARATAO;SUBREDE;2734;BARATAO - CONJ ESPERANÇA;CONJUNTO ESPERANCA;FORTALEZA;C;-3.817788;-38.589921;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 313,20;R$ 0,00;0,00%
REDE UNIFORCA;BARATAO;SUBREDE;2734;BARATAO - CONJ ESPERANÇA;CONJUNTO ESPERANCA;FORTALEZA;C;-3.817788;-38.589921;RICOTA VALE MILK 200G;R$ 138,91;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;2807;SUPER PORTUGAL - SERRINHA;SERRINHA;FORTALEZA;C;-3.7872948;-38.5439698;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 196,08;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;2807;SUPER PORTUGAL - SERRINHA;SERRINHA;FORTALEZA;C;-3.7872948;-38.5439698;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 74,21;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;2807;SUPER PORTUGAL - SERRINHA;SERRINHA;FORTALEZA;C;-3.7872948;-38.5439698;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 170,55;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;2807;SUPER PORTUGAL - SERRINHA;SERRINHA;FORTALEZA;C;-3.7872948;-38.5439698;RICOTA VALE MILK 200G;R$ 110,49;R$ 0,00;0,00%
FRANGOLANDIA;-;REDE;2909;FRANGOLANDIA - CD;DISTRITO INDUSTRIAL I;MARACANAU;C;-3.8546626;-38.6021541;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 885,71;R$ 0,00;0,00%
FRANGOLANDIA;-;REDE;2909;FRANGOLANDIA - CD;DISTRITO INDUSTRIAL I;MARACANAU;C;-3.8546626;-38.6021541;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 850,26;R$ 0,00;0,00%
FRANGOLANDIA;-;REDE;2909;FRANGOLANDIA - CD;DISTRITO INDUSTRIAL I;MARACANAU;C;-3.8546626;-38.6021541;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 930,51;R$ 0,00;0,00%
FRANGOLANDIA;-;REDE;2909;FRANGOLANDIA - CD;DISTRITO INDUSTRIAL I;MARACANAU;C;-3.8546626;-38.6021541;RICOTA VALE MILK 200G;R$ 8.394,84;R$ 0,00;0,00%
REDE UNIFORCA;BARATAO;SUBREDE;2990;BARATAO - ALVARO WEYNE;ALVARO WEYNE;FORTALEZA;C;-3.7086442;-38.563186;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 170,71;R$ 0,00;0,00%
REDE UNIFORCA;BARATAO;SUBREDE;2990;BARATAO - ALVARO WEYNE;ALVARO WEYNE;FORTALEZA;C;-3.7086442;-38.563186;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 220,50;R$ 22,50;10,20%
REDE UNIFORCA;BARATAO;SUBREDE;2990;BARATAO - ALVARO WEYNE;ALVARO WEYNE;FORTALEZA;C;-3.7086442;-38.563186;RICOTA VALE MILK 200G;R$ 82,07;R$ 5,39;6,57%
SUPER DO POVO;-;REDE;3059;SUPER DO POVO - CD;PASSARE;FORTALEZA;C;-3.7929966;-38.5335303;RICOTA VALE MILK 200G;R$ 3.017,56;R$ 0,00;0,00%
REDE INTEGRADA;IRMAOS GEMEOS;SUBREDE;3078;SUPERMERCADO IRMAO GEMEOS - LJ 01;PASSARE;FORTALEZA;C;-3.8169208;-38.5316105;RICOTA VALE MILK 200G;R$ 153,12;R$ 0,00;0,00%
CENTERBOX;-;REDE;3166;CENTERBOX - BERNARDO MANUEL;DENDE;FORTALEZA;C;-3.8071766;-38.555096;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 462,13;R$ 0,00;0,00%
CENTERBOX;-;REDE;3166;CENTERBOX - BERNARDO MANUEL;DENDE;FORTALEZA;C;-3.8071766;-38.555096;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 88,90;R$ 0,00;0,00%
CENTERBOX;-;REDE;3166;CENTERBOX - BERNARDO MANUEL;DENDE;FORTALEZA;C;-3.8071766;-38.555096;RICOTA VALE MILK 200G;R$ 186,52;R$ 0,00;0,00%
CENTERBOX;-;REDE;3486;CENTERBOX - MESSEJANA - LJ 02;BARROSO;FORTALEZA;B;-3.830081;-38.509759;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 182,54;R$ 43,24;23,69%
CENTERBOX;-;REDE;3486;CENTERBOX - MESSEJANA - LJ 02;BARROSO;FORTALEZA;B;-3.830081;-38.509759;RICOTA VALE MILK 200G;R$ 139,20;R$ 0,00;0,00%
GPA;-;REDE;3508;PAO DE ACUCAR - AGUANAMBI (1398);FATIMA;FORTALEZA;B;-3.748629;-38.5229264;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 736,74;R$ 0,00;0,00%
GPA;-;REDE;3533;PAO DE ACUCAR - IGUATEMI (1339);EDSON QUEIROZ;FORTALEZA;A;-3.75451369;-38.48921518;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 449,09;R$ 0,00;0,00%
REDE UNIFORCA;SANTA EDWIRGENS;SUBREDE;3584;SANTA EDWIGES - JD GUANABARA - LJ 02;JARDIM GUANABARA;FORTALEZA;C;-3.726481;-38.5888279;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 260,20;R$ 180,16;69,24%
REDE UNIFORCA;SANTA EDWIRGENS;SUBREDE;3584;SANTA EDWIGES - JD GUANABARA - LJ 02;JARDIM GUANABARA;FORTALEZA;C;-3.726481;-38.5888279;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 258,34;R$ 132,89;51,44%
REDE UNIFORCA;SANTA EDWIRGENS;SUBREDE;3584;SANTA EDWIGES - JD GUANABARA - LJ 02;JARDIM GUANABARA;FORTALEZA;C;-3.726481;-38.5888279;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 241,70;R$ 17,91;7,41%
REDE UNIFORCA;SANTA EDWIRGENS;SUBREDE;3584;SANTA EDWIGES - JD GUANABARA - LJ 02;JARDIM GUANABARA;FORTALEZA;C;-3.726481;-38.5888279;RICOTA VALE MILK 200G;R$ 123,87;R$ 37,38;30,18%
REDE PARCERIA;RMC/MFC;SUBREDE;3715;MERCANTIL SUPER RMC;CONJUNTO CEARA;FORTALEZA;C;-3.7667473;-38.6108829;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 168,13;R$ 0,00;0,00%
REDE PARCERIA;RMC/MFC;SUBREDE;3715;MERCANTIL SUPER RMC;CONJUNTO CEARA;FORTALEZA;C;-3.7667473;-38.6108829;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 159,08;R$ 0,00;0,00%
REDE PARCERIA;RMC/MFC;SUBREDE;3715;MERCANTIL SUPER RMC;CONJUNTO CEARA;FORTALEZA;C;-3.7667473;-38.6108829;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 207,45;R$ 0,00;0,00%
REDE PARCERIA;RMC/MFC;SUBREDE;3715;MERCANTIL SUPER RMC;CONJUNTO CEARA;FORTALEZA;C;-3.7667473;-38.6108829;RICOTA VALE MILK 200G;R$ 110,49;R$ 0,00;0,00%
-;KALBIR;SUBREDE;3765;KALBIR ATACAREJO - LJ 02;PAJUCARA;MARACANAU;C;-3.8548937;-38.5789869;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 166,83;R$ 90,52;54,26%
-;KALBIR;SUBREDE;3765;KALBIR ATACAREJO - LJ 02;PAJUCARA;MARACANAU;C;-3.8548937;-38.5789869;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 0,00;R$ 94,74;100,00%
-;SUPER MOBYDICK;SUBREDE;3771;SUPER MOBYDICK;ICARAI;CAUCAIA;C;-3.6736142;-38.6696458;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 82,99;R$ 0,00;0,00%
-;SUPER MOBYDICK;SUBREDE;3771;SUPER MOBYDICK;ICARAI;CAUCAIA;C;-3.6736142;-38.6696458;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 70,93;R$ 0,00;0,00%
-;SUPER MOBYDICK;SUBREDE;3771;SUPER MOBYDICK;ICARAI;CAUCAIA;C;-3.6736142;-38.6696458;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 41,85;R$ 0,00;0,00%
-;SUPER MOBYDICK;SUBREDE;3771;SUPER MOBYDICK;ICARAI;CAUCAIA;C;-3.6736142;-38.6696458;RICOTA VALE MILK 200G;R$ 55,39;R$ 0,00;0,00%
GPA;-;REDE;3944;PAO DE ACUCAR - JULIO VENTURA (1252);ALDEOTA;FORTALEZA;A;-3.7399659;-38.5075747;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 741,37;R$ 0,00;0,00%
-;LAREDO;SUBREDE;3968;LAREDO - CENTRO;CENTRO;FORTALEZA;B;-3.7309369;-38.5376384;RICOTA VALE MILK 200G;R$ 82,65;R$ 0,00;0,00%
GPA;-;REDE;4009;PAO DE ACUCAR - CENTER UM (1209);ALDEOTA;FORTALEZA;A;-3.7373679;-38.4974441;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 740,95;R$ 0,00;0,00%
-;LAREDO;SUBREDE;4028;LAREDO - MESSEJANA;MESSEJANA;FORTALEZA;B;-3.8298139;-38.4907932;RICOTA VALE MILK 200G;R$ 140,65;R$ 0,00;0,00%
COMETA;-;REDE;4029;COMETA (TIBURCIO CAVALCANTE);ALDEOTA;FORTALEZA;A;-3.7411822;-38.5041525;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 194,22;R$ 0,00;0,00%
COMETA;-;REDE;4029;COMETA (TIBURCIO CAVALCANTE);ALDEOTA;FORTALEZA;A;-3.7411822;-38.5041525;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 118,27;R$ 26,08;22,05%
COMETA;-;REDE;4029;COMETA (TIBURCIO CAVALCANTE);ALDEOTA;FORTALEZA;A;-3.7411822;-38.5041525;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 206,55;R$ 39,24;19,00%
COMETA;-;REDE;4029;COMETA (TIBURCIO CAVALCANTE);ALDEOTA;FORTALEZA;A;-3.7411822;-38.5041525;RICOTA VALE MILK 200G;R$ 93,25;R$ 27,50;29,49%
